Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
Q99627	Q99627	1	1	1	COP9 signalosome complex subunit 8	COPS8	sp|Q99627|CSN8_HUMAN COP9 signalosome complex subunit 8 OS=Homo sapiens OX=9606 GN=COPS8 PE=1 SV=1	1	1	1	1	6.7	6.7	6.7	23.225	209	209	3			1				0	50.646	2297	2025.4	1539.8	1111.1	1400	0	1828.3	0	0	796.63	1074.9	2836.8	1483.9	1461.5	2297	2025.4	1539.8	1111.1	1400	0	1828.3	0	0	796.63	1074.9	2836.8	1483.9	1461.5	1	1	1	1	1	0	1	0	0	1	1	1	1	1	2706400	1				1308	2807	True	2869	7256	7812	7812			9606
Q99653	Q99653	4	4	4	Calcineurin B homologous protein 1	CHP1	sp|Q99653|CHP1_HUMAN Calcineurin B homologous protein 1 OS=Homo sapiens OX=9606 GN=CHP1 PE=1 SV=3	1	4	4	4	32.8	32.8	32.8	22.456	195	195	4.25		1		1	1	1	0	11.782	5511.3	6007.3	7157.1	8729.7	8242	7243.3	8535.2	5091.2	5235.9	6401.3	4775.6	14718	7147.9	11848	5511.3	6007.3	7157.1	8729.7	8242	7243.3	8535.2	5091.2	5235.9	6401.3	4775.6	14718	7147.9	11848	2	2	3	2	2	2	2	2	2	2	2	2	2	1	8273600	4				1309	710;3454;4435;6005	True;True;True;True	711;3524;4521;6107	1810;8978;11399;15288	1950;9736;12353;16548	1950;9736;12353;16548	849;850	141;142	9606
Q99715	Q99715	1	1	1	Collagen alpha-1(XII) chain	COL12A1	sp|Q99715|COCA1_HUMAN Collagen alpha-1(XII) chain OS=Homo sapiens OX=9606 GN=COL12A1 PE=1 SV=2	1	1	1	1	0.4	0.4	0.4	333.14	3063	3063	1.5	1	1					0.0098425	2.355	0	4096.9	2607.6	2179	2662	1570.8	14708	2729.2	2167.5	2062.5	2582.8	1704.7	1787.4	1924.3	0	4096.9	2607.6	2179	2662	1570.8	14708	2729.2	2167.5	2062.5	2582.8	1704.7	1787.4	1924.3	0	2	2	1	1	1	2	2	1	1	2	1	1	1	8569300	2				1310	6734	True	6849	17154;17155	18615;18616	18615			9606
Q99719	Q99719	5	5	5	Septin-5	SEPT5	sp|Q99719|SEPT5_HUMAN Septin-5 OS=Homo sapiens OX=9606 GN=SEPT5 PE=1 SV=1	1	5	5	5	17.6	17.6	17.6	42.777	369	369	3.43	1	1	1	2	2		0	56.286	40530	48223	28662	43796	33586	31149	20740	30062	17052	25887	26584	39423	27395	32200	40530	48223	28662	43796	33586	31149	20740	30062	17052	25887	26584	39423	27395	32200	5	7	5	6	5	7	5	5	4	5	7	6	6	6	17672000	7				1311	1349;2113;3243;3511;4394	True;True;True;True;True	1368;2160;3311;3581;4474	3476;5473;5474;8435;8436;9114;11317	3753;5919;5920;9133;9134;9883;12265	3753;5920;9134;9883;12265	851	325	9606
Q99733	Q99733	4	4	3	Nucleosome assembly protein 1-like 4	NAP1L4	sp|Q99733|NP1L4_HUMAN Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1	1	4	4	3	10.4	10.4	7.7	42.823	375	375	4.11		2	1	2	2	2	0	16.831	95533	77710	81564	90802	66598	46908	99042	76292	49893	42307	76515	56877	61493	81522	95533	77710	81564	90802	66598	46908	99042	76292	49893	42307	76515	56877	61493	81522	9	9	9	8	8	8	9	9	9	8	9	9	9	8	88055000	9				1312	12;843;2504;6794	True;True;True;True	12;844;2559;6909	22;23;24;2155;6460;6461;6462;6463;17287	24;25;26;2312;6974;6975;6976;6977;18759	26;2312;6976;18759			9606
Q99747	Q99747	6	6	6	Gamma-soluble NSF attachment protein	NAPG	sp|Q99747|SNAG_HUMAN Gamma-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPG PE=1 SV=1	1	6	6	6	17.9	17.9	17.9	34.746	312	312	3.33		3	1		1	1	0	31.441	22084	17848	15241	12693	14214	14436	18760	21207	14786	17241	21904	21088	13472	17483	22084	17848	15241	12693	14214	14436	18760	21207	14786	17241	21904	21088	13472	17483	4	4	4	4	4	4	5	4	4	4	4	5	4	4	13228000	6				1313	808;1499;2340;3955;4093;5076	True;True;True;True;True;True	809;1529;2393;4038;4177;5179	2072;3889;6027;10233;10580;13010	2227;4198;6516;11083;11462;14087	2227;4198;6516;11083;11462;14087			9606
Q99798	Q99798	18	18	18	Aconitate hydratase, mitochondrial	ACO2	sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2	1	18	18	18	27.2	27.2	27.2	85.424	780	780	3.85	6	8	9	13	12	11	0	268.64	526950	483760	441640	520360	660210	241000	653930	404960	317200	351500	356400	415340	353020	385230	526950	483760	441640	520360	660210	241000	653930	404960	317200	351500	356400	415340	353020	385230	54	54	53	52	58	51	57	52	48	53	51	55	53	53	1182900000	62				1314	357;1542;1777;2432;2456;2653;3568;3829;4153;4254;4505;4618;4777;5656;5976;6263;6264;6788	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	357;1573;1814;2486;2510;2713;3639;3909;4237;4337;4594;4710;4872;5759;6076;6372;6373;6903	918;919;3995;3996;3997;4626;4627;4628;4629;4630;6263;6264;6310;6311;6312;6313;6846;6847;6848;6849;9260;9261;9262;9263;9920;9921;9922;9923;10722;10723;10724;10952;11545;11546;11547;11548;11549;11828;11829;12235;12236;12237;14406;14407;14408;14409;14410;14411;15213;15214;15215;15992;15993;15994;15995;17275;17276;17277;17278	989;990;4308;4309;4310;4311;4998;4999;5000;5001;5002;6765;6766;6819;6820;6821;6822;7382;7383;7384;7385;10033;10034;10035;10036;10742;10743;10744;10745;10746;11615;11616;11617;11863;12509;12510;12511;12512;12513;12809;12810;13256;13257;13258;15597;15598;15599;15600;15601;15602;16468;16469;16470;17342;17343;17344;17345;18746;18747;18748;18749;18750	990;4308;4998;6766;6820;7383;10034;10742;11616;11863;12512;12810;13258;15599;16468;17342;17343;18747	852;853;854;855	34;98;105;107	9606
Q99961	Q99961	6	2	2	Endophilin-A2	SH3GL1	sp|Q99961|SH3G1_HUMAN Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1	1	6	2	2	17.1	7.6	7.6	41.489	368	368	3.67		1		1	1		0	10.504	8376	8958.2	6679.6	8865.3	6809.5	5888.7	13179	10755	5470.3	8191.4	13106	7646.2	9190	11833	8376	8958.2	6679.6	8865.3	6809.5	5888.7	13179	10755	5470.3	8191.4	13106	7646.2	9190	11833	2	3	2	3	1	2	3	3	1	1	3	1	3	2	1927300	3				1315	690;1250;1886;3452;5999;6413	True;False;True;False;False;False	691;1265;1924;3522;6101;6525	1761;3151;3152;3153;3154;3155;3156;4913;4914;8976;15275;15276;15277;16365	1900;3390;3391;3392;3393;3394;3395;5311;5312;9734;16532;16533;16534;16535;16536;17766	1900;3390;5312;9734;16534;17766	856	121	9606
Q99962	Q99962	11	11	7	Endophilin-A1	SH3GL2	sp|Q99962|SH3G2_HUMAN Endophilin-A1 OS=Homo sapiens OX=9606 GN=SH3GL2 PE=1 SV=1	1	11	11	7	35.5	35.5	25.6	39.962	352	352	3.07	7	4	6	3	4	3	0	147.51	272390	281450	212650	287570	237790	157080	196340	231980	166610	188630	258510	228490	217520	253600	272390	281450	212650	287570	237790	157080	196340	231980	166610	188630	258510	228490	217520	253600	29	28	29	29	28	26	26	29	24	25	27	30	26	28	501650000	31				1316	510;802;1250;1882;2926;3452;4218;4691;4891;5999;6413	True;True;True;True;True;True;True;True;True;True;True	511;803;1265;1920;2991;3522;4302;4783;4989;6101;6525	1297;1298;1299;1300;2060;2061;3151;3152;3153;3154;3155;3156;4904;7601;7602;8976;10876;12016;12017;12552;12553;12554;12555;15275;15276;15277;16365	1388;1389;1390;1391;2215;2216;3390;3391;3392;3393;3394;3395;5301;5302;8203;8204;8205;9734;11776;13017;13018;13602;13603;13604;13605;16532;16533;16534;16535;16536;17766	1390;2215;3390;5301;8205;9734;11776;13018;13605;16534;17766	857;858;859;860;861;862	48;51;70;74;97;121	9606
Q99963	Q99963	4	4	4	Endophilin-A3	SH3GL3	sp|Q99963|SH3G3_HUMAN Endophilin-A3 OS=Homo sapiens OX=9606 GN=SH3GL3 PE=1 SV=1	1	4	4	4	12.1	12.1	12.1	39.284	347	347	3.33	1	2	1			2	0	15.401	20542	17644	17499	30284	14907	13106	9346.6	17422	7948	9956.7	13084	11205	9187.3	13364	20542	17644	17499	30284	14907	13106	9346.6	17422	7948	9956.7	13084	11205	9187.3	13364	4	5	5	4	3	4	4	4	3	3	5	4	3	4	16367000	6				1317	3788;4956;6180;6691	True;True;True;True	3864;3865;5056;6286;6806	9791;9792;12720;12721;15762;17052	10604;10605;13780;13781;17092;18509	10605;13781;17092;18509			9606
Q9BPU6	Q9BPU6	7	7	7	Dihydropyrimidinase-related protein 5	DPYSL5	sp|Q9BPU6|DPYL5_HUMAN Dihydropyrimidinase-related protein 5 OS=Homo sapiens OX=9606 GN=DPYSL5 PE=1 SV=1	1	7	7	7	18.8	18.8	18.8	61.421	564	564	3.15	2	4	2	2	1	2	0	55.011	72729	125140	60690	122440	48585	53987	50450	101340	62970	74385	95769	67311	62397	58428	72729	125140	60690	122440	48585	53987	50450	101340	62970	74385	95769	67311	62397	58428	12	14	13	12	12	12	14	12	12	12	11	12	12	13	67573000	14				1318	1462;1959;2214;2487;3392;5398;6125	True;True;True;True;True;True;True	1490;2001;2261;2542;3462;5503;6230	3790;3791;5111;5736;5737;6411;8821;8822;8823;13765;13766;15598;15599	4095;4096;5530;6209;6210;6211;6924;9555;9556;9557;14913;14914;16898;16899	4095;5530;6211;6924;9557;14914;16898			9606
Q9BPW8;O75323	Q9BPW8;O75323	2;1	2;1	2;1	Protein NipSnap homolog 1;Protein NipSnap homolog 2	NIPSNAP1;GBAS	sp|Q9BPW8|NIPS1_HUMAN Protein NipSnap homolog 1 OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1;sp|O75323|NIPS2_HUMAN Protein NipSnap homolog 2 OS=Homo sapiens OX=9606 GN=NIPSNAP2 PE=1 SV=1	2	2	2	2	7.4	7.4	7.4	33.31	284	284;286	2		2					0	18.198	8962.1	13096	6174.3	5778.6	7946.5	5864.6	6087.1	6878.3	6345.1	6326.9	5788	15093	7805.5	14303	8962.1	13096	6174.3	5778.6	7946.5	5864.6	6087.1	6878.3	6345.1	6326.9	5788	15093	7805.5	14303	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5308300	2				1319	2215;3127	True;True	2262;3193	5738;8142	6212;8798	6212;8798			9606;9606
Q9BPX5	Q9BPX5	4	4	4	Actin-related protein 2/3 complex subunit 5-like protein	ARPC5L	sp|Q9BPX5|ARP5L_HUMAN Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens OX=9606 GN=ARPC5L PE=1 SV=1	1	4	4	4	41.2	41.2	41.2	16.941	153	153	4.75	1			2	1	4	0	28.217	41960	40890	29495	40256	37197	26250	34129	38918	23767	22535	27461	49982	36438	52085	41960	40890	29495	40256	37197	26250	34129	38918	23767	22535	27461	49982	36438	52085	6	6	5	7	6	6	5	5	5	4	5	6	5	7	49997000	8				1320	425;2488;5209;5700	True;True;True;True	426;2543;5316;5803	1093;6412;6413;6414;13310;13311;13312;14517	1175;6925;6926;6927;14437;14438;14439;15716	1175;6926;14438;15716			9606
Q9BQE5	Q9BQE5	2	2	2	Apolipoprotein L2	APOL2	sp|Q9BQE5|APOL2_HUMAN Apolipoprotein L2 OS=Homo sapiens OX=9606 GN=APOL2 PE=1 SV=1	1	2	2	2	5.3	5.3	5.3	37.092	337	337	4.4			1	2	1	1	0	14.239	55628	59946	48704	49702	26804	28526	24499	39783	27084	20865	38048	42079	31276	96558	55628	59946	48704	49702	26804	28526	24499	39783	27084	20865	38048	42079	31276	96558	5	5	5	5	5	5	5	5	5	5	5	5	5	5	52217000	5				1321	417;1867	True;True	418;1905	1074;1075;1076;4868;4869	1156;1157;1158;5264;5265	1157;5265			9606
Q9BQI0	Q9BQI0	1	1	1	Allograft inflammatory factor 1-like	AIF1L	sp|Q9BQI0|AIF1L_HUMAN Allograft inflammatory factor 1-like OS=Homo sapiens OX=9606 GN=AIF1L PE=1 SV=1	1	1	1	1	6.7	6.7	6.7	17.068	150	150	5				1	1	1	0	3.0519	16854	38944	16433	16327	18743	15116	12643	33548	27043	21625	29272	13949	14388	23132	16854	38944	16433	16327	18743	15116	12643	33548	27043	21625	29272	13949	14388	23132	3	3	3	3	3	3	3	3	3	3	3	3	3	3	25813000	3				1322	6938	True	7056	17698;17699;17700	19191;19192;19193	19193			9606
Q9BQI5	Q9BQI5	10	10	10	SH3-containing GRB2-like protein 3-interacting protein 1	SGIP1	sp|Q9BQI5|SGIP1_HUMAN SH3-containing GRB2-like protein 3-interacting protein 1 OS=Homo sapiens OX=9606 GN=SGIP1 PE=1 SV=2	1	10	10	10	13.4	13.4	13.4	89.108	828	828	3.08	5	7	3	4	3	3	0	55.33	76143	73860	84434	98339	105370	108290	65421	99894	106960	170060	143170	116920	157270	134310	76143	73860	84434	98339	105370	108290	65421	99894	106960	170060	143170	116920	157270	134310	19	19	20	21	22	20	18	18	21	23	21	19	21	23	252450000	26				1323	677;747;1280;4489;4567;4633;5192;5772;5784;6916	True;True;True;True;True;True;True;True;True;True	678;749;1297;4578;4657;4725;5299;5873;5885;7033	1729;1730;1897;1898;3253;3254;11521;11681;11682;11683;11684;11685;11854;11855;11856;13274;13275;13276;14681;14682;14704;14705;17645;17646;17647	1867;1868;2045;2046;2047;3500;3501;12485;12653;12654;12655;12656;12657;12835;12836;12837;14399;14400;14401;15892;15893;15916;15917;19132;19133;19134	1867;2046;3501;12485;12656;12835;14399;15892;15917;19134			9606
Q9BQI9	Q9BQI9	1	1	1	Nuclear receptor-interacting protein 2	NRIP2	sp|Q9BQI9|NRIP2_HUMAN Nuclear receptor-interacting protein 2 OS=Homo sapiens OX=9606 GN=NRIP2 PE=1 SV=3	1	1	1	1	4.3	4.3	4.3	31.33	281	281	3		1	1	1			0	4.4215	2735.3	3201.4	5780.4	3640.7	5765	5667.1	2271.6	3596.2	4036.5	11631	6757.3	3145.8	9880.8	6606.4	2735.3	3201.4	5780.4	3640.7	5765	5667.1	2271.6	3596.2	4036.5	11631	6757.3	3145.8	9880.8	6606.4	2	2	3	2	3	3	2	3	3	3	3	3	3	3	2062000	3				1324	1229	True	1243	3109;3110;3111	3345;3346;3347	3346			9606
Q9BRK0	Q9BRK0	2	2	2	Receptor expression-enhancing protein 2	REEP2	sp|Q9BRK0|REEP2_HUMAN Receptor expression-enhancing protein 2 OS=Homo sapiens OX=9606 GN=REEP2 PE=1 SV=2	1	2	2	2	7.9	7.9	7.9	28.26	252	252	5		1			1	3	0	13.955	36702	21736	39697	43937	42451	47137	16956	39278	48208	54452	51648	38636	68882	58903	36702	21736	39697	43937	42451	47137	16956	39278	48208	54452	51648	38636	68882	58903	5	5	5	5	5	5	5	5	5	5	5	5	5	5	75766000	5				1325	5732;5924	True;True	5834;6023;6024	14589;15091;15092;15093;15094	15796;16339;16340;16341;16342	15796;16340	863	212	9606
Q9BRK5	Q9BRK5	1	1	1	45 kDa calcium-binding protein	SDF4	sp|Q9BRK5|CAB45_HUMAN 45 kDa calcium-binding protein OS=Homo sapiens OX=9606 GN=SDF4 PE=1 SV=1	1	1	1	1	3.3	3.3	3.3	41.806	362	362	6						1	0	3.3512	2894.2	827.16	2351.1	3679.8	2422	2398.2	3914.2	1965.5	2407.6	1226.3	2257	1881.5	2051.8	2690.6	2894.2	827.16	2351.1	3679.8	2422	2398.2	3914.2	1965.5	2407.6	1226.3	2257	1881.5	2051.8	2690.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1652300	1				1326	1121	True	1131	2835	3044	3044			9606
Q9BRP8	Q9BRP8	5	5	5	Partner of Y14 and mago	WIBG	sp|Q9BRP8|PYM1_HUMAN Partner of Y14 and mago OS=Homo sapiens OX=9606 GN=PYM1 PE=1 SV=1	1	5	5	5	30.4	30.4	30.4	22.655	204	204	3.33	1	1	2	4	1		0	183.61	44454	33538	40189	55219	41465	38512	29324	61183	48958	52367	77187	44357	54391	74579	44454	33538	40189	55219	41465	38512	29324	61183	48958	52367	77187	44357	54391	74579	9	8	9	9	9	9	8	8	8	8	8	8	9	9	74330000	9				1327	78;2630;3464;4995;6639	True;True;True;True;True	78;2690;3534;5096;6753	179;180;6786;8997;8998;8999;12825;16928;16929	190;191;7319;9760;9761;9762;13892;18372;18373	191;7319;9762;13892;18373			9606
Q9BRQ6	Q9BRQ6	8	8	8	MICOS complex subunit MIC25	CHCHD6	sp|Q9BRQ6|MIC25_HUMAN MICOS complex subunit MIC25 OS=Homo sapiens OX=9606 GN=CHCHD6 PE=1 SV=1	1	8	8	8	39.6	39.6	39.6	26.457	235	235	3.88	1	2	5	2	4	3	0	62.353	190680	174990	149940	179040	111630	140450	102690	212460	151610	101080	209830	179740	158200	169680	190680	174990	149940	179040	111630	140450	102690	212460	151610	101080	209830	179740	158200	169680	17	16	16	20	16	16	15	16	16	16	16	18	17	17	241390000	20				1328	682;2021;4211;4229;5224;5436;6627;6840	True;True;True;True;True;True;True;True	683;2064;4295;4313;5331;5540;6741;6955	1742;1743;1744;1745;5258;5259;5260;10860;10894;13344;13345;13858;13859;16902;16903;16904;17430	1881;1882;1883;1884;5689;5690;5691;5692;11760;11795;14473;14474;15015;15016;15017;18344;18345;18346;18347;18910	1883;5690;11760;11795;14473;15015;18344;18910	864	83	9606
Q9BRT2	Q9BRT2	3	3	3	Ubiquinol-cytochrome-c reductase complex assembly factor 2	UQCC2	sp|Q9BRT2|UQCC2_HUMAN Ubiquinol-cytochrome-c reductase complex assembly factor 2 OS=Homo sapiens OX=9606 GN=UQCC2 PE=1 SV=1	1	3	3	3	28.6	28.6	28.6	14.875	126	126	5.4				1	1	3	0	21.275	6512.3	3656.6	4731.3	5257.7	3690.3	2291	6644.6	6503.6	955.2	3363	3151.2	8270.7	5836.4	6358	6512.3	3656.6	4731.3	5257.7	3690.3	2291	6644.6	6503.6	955.2	3363	3151.2	8270.7	5836.4	6358	4	3	3	5	3	2	5	5	1	3	3	4	4	5	11055000	5				1329	1301;3778;3969	True;True;True	1318;3854;4052	3342;9769;9770;10261;10262	3616;10582;10583;11113;11114	3616;10582;11114			9606
Q9BRX8	Q9BRX8	2	2	2	Redox-regulatory protein FAM213A	FAM213A	sp|Q9BRX8|F213A_HUMAN Redox-regulatory protein FAM213A OS=Homo sapiens OX=9606 GN=FAM213A PE=1 SV=3	1	2	2	2	7.9	7.9	7.9	25.764	229	229	3			2				0	4.6731	2215.8	26799	3054.7	3028.4	2252.3	2381.3	1636.6	1805.7	3099.5	15210	2602.8	3905.9	1389.1	2425.2	2215.8	26799	3054.7	3028.4	2252.3	2381.3	1636.6	1805.7	3099.5	15210	2602.8	3905.9	1389.1	2425.2	2	2	1	2	2	1	1	1	2	2	2	2	1	1	4614200	2				1330	1577;2668	True;True	1609;2728	4085;6891	4404;7427	4404;7427			9606
Q9BSJ8	Q9BSJ8	4	4	4	Extended synaptotagmin-1	ESYT1	sp|Q9BSJ8|ESYT1_HUMAN Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1	1	4	4	4	4.1	4.1	4.1	122.85	1104	1104	3.45		2	4	3	2		0	45.944	38305	36549	30914	30348	29654	30084	23582	30198	23648	30470	40790	26823	28098	32308	38305	36549	30914	30348	29654	30084	23582	30198	23648	30470	40790	26823	28098	32308	10	10	11	11	9	11	9	10	10	10	11	11	10	11	45500000	11				1331	2372;6065;6598;6789	True;True;True;True	2425;6168;6712;6904	6113;6114;6115;15446;15447;15448;15449;16833;16834;16835;17279	6607;6608;6609;16721;16722;16723;16724;18270;18271;18272;18751	6609;16723;18272;18751			9606
Q9BT09	Q9BT09	1	1	1	Protein canopy homolog 3	CNPY3	sp|Q9BT09|CNPY3_HUMAN Protein canopy homolog 3 OS=Homo sapiens OX=9606 GN=CNPY3 PE=1 SV=1	1	1	1	1	6.8	6.8	6.8	30.748	278	278	6						1	0	42.597	4578.1	4086.8	3960.9	3732.2	3392.9	3471.2	6496.4	6053.8	4732.8	3525.4	7528.3	4156.8	3715.5	7453.2	4578.1	4086.8	3960.9	3732.2	3392.9	3471.2	6496.4	6053.8	4732.8	3525.4	7528.3	4156.8	3715.5	7453.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4238700	1				1332	1888	True	1926	4920	5320	5320			9606
Q9BT78	Q9BT78	1	1	1	COP9 signalosome complex subunit 4	COPS4	sp|Q9BT78|CSN4_HUMAN COP9 signalosome complex subunit 4 OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1	1	1	1	1	3	3	3	46.268	406	406	2		1					0	5.3263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418130	1				1333	6464	True	6577	16487	17898	17898			9606
Q9BU02	Q9BU02	1	1	1	Thiamine-triphosphatase	THTPA	sp|Q9BU02|THTPA_HUMAN Thiamine-triphosphatase OS=Homo sapiens OX=9606 GN=THTPA PE=1 SV=3	1	1	1	1	6.1	6.1	6.1	25.566	230	230	4				1			0	3.0465	1019.5	2395.6	2147.3	5347.6	3579.3	2483.8	1897.9	1955.9	1143.2	1493.4	1022.8	5222.1	3633.6	5906.8	1019.5	2395.6	2147.3	5347.6	3579.3	2483.8	1897.9	1955.9	1143.2	1493.4	1022.8	5222.1	3633.6	5906.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	942230	1				1334	4303	True	4387	11083	12000	12000			9606
Q9BUK0	Q9BUK0	1	1	1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	CHCHD7	sp|Q9BUK0|CHCH7_HUMAN Coiled-coil-helix-coiled-coil-helix domain-containing protein 7 OS=Homo sapiens OX=9606 GN=CHCHD7 PE=1 SV=1	1	1	1	1	21.2	21.2	21.2	10.095	85	85	5.5					1	1	0	11.216	11572	15947	10993	10795	7689.4	13003	6864.6	9998.6	10210	15139	13222	14508	13552	13778	11572	15947	10993	10795	7689.4	13003	6864.6	9998.6	10210	15139	13222	14508	13552	13778	2	2	2	2	2	2	2	2	2	1	2	2	2	2	22846000	2				1335	4176	True	4260	10782;10783	11679;11680	11679			9606
Q9BUP0	Q9BUP0	6	5	5	EF-hand domain-containing protein D1	EFHD1	sp|Q9BUP0|EFHD1_HUMAN EF-hand domain-containing protein D1 OS=Homo sapiens OX=9606 GN=EFHD1 PE=1 SV=1	1	6	5	5	29.3	25.1	25.1	26.927	239	239	4.2	1	1				3	0	22.988	6427.5	7732.3	18214	6030.4	7552.2	17131	19189	20965	8136.7	11342	13074	4798.7	5978	18320	6427.5	7732.3	18214	6030.4	7552.2	17131	19189	20965	8136.7	11342	13074	4798.7	5978	18320	4	4	5	3	4	5	5	5	3	4	5	3	3	4	15931000	5				1336	1006;1583;2237;4207;5064;6583	False;True;True;True;True;True	1012;1615;2287;4291;5166;6696	2560;2561;2562;4096;5789;10850;12984;16801	2745;2746;2747;4415;6266;11750;14061;18234	2746;4415;6266;11750;14061;18234	865	113	9606
Q9BVA1	Q9BVA1	8	1	1	Tubulin beta-2B chain	TUBB2B	sp|Q9BVA1|TBB2B_HUMAN Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1	1	8	1	1	22.9	2.7	2.7	49.953	445	445	2	1	1	1				0	26.048	1587	5318.9	2807.9	3160.1	2586.7	3104.8	11528	6608.8	3473.1	4562.1	5370.4	2198.5	1566.4	1467.3	1587	5318.9	2807.9	3160.1	2586.7	3104.8	11528	6608.8	3473.1	4562.1	5370.4	2198.5	1566.4	1467.3	1	3	1	2	2	1	3	3	1	2	2	1	1	1	6090900	3				1337	392;502;2241;2440;2797;3450;3501;3773	False;False;False;False;False;True;False;False	392;393;503;2291;2292;2494;2858;3520;3571;3849	1015;1016;1017;1018;1019;1273;1274;1275;1276;5800;5801;5802;5803;5804;5805;6277;6278;6279;7217;7218;7219;7220;7221;7222;8972;8973;8974;9095;9096;9757;9758	1091;1092;1093;1094;1095;1096;1363;1364;1365;1366;1367;6278;6279;6280;6281;6282;6283;6779;6780;6781;6782;6783;7771;7772;7773;7774;7775;7776;9730;9731;9732;9864;9865;10568;10569;10570;10571	1096;1366;6282;6781;7776;9731;9864;10568	178;179;222;223;701	73;257;293;330;388	9606
Q9BW30;P59282	Q9BW30	10;1	10;1	10;1	Tubulin polymerization-promoting protein family member 3	TPPP3	sp|Q9BW30|TPPP3_HUMAN Tubulin polymerization-promoting protein family member 3 OS=Homo sapiens OX=9606 GN=TPPP3 PE=1 SV=1	2	10	10	10	51.7	51.7	51.7	18.985	176	176;170	3.72	4	10	9	9	9	9	0	304.41	420640	635030	463260	365980	464590	399510	1691100	824450	597960	675530	929970	419960	394290	1065300	420640	635030	463260	365980	464590	399510	1691100	824450	597960	675530	929970	419960	394290	1065300	46	48	46	45	47	48	48	46	46	49	46	44	44	48	1444900000	53				1338	97;98;446;2002;2098;2322;4494;4709;5824;6461	True;True;True;True;True;True;True;True;True;True	97;98;99;100;447;2045;2145;2375;4583;4801;5924;6574	222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;1140;1141;1142;5211;5212;5213;5214;5215;5216;5446;5447;5448;5989;5990;11529;12069;12070;12071;12072;12073;14807;14808;14809;14810;14811;14812;16480;16481;16482;16483;16484	237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;1223;1224;1225;1226;5634;5635;5636;5637;5638;5639;5640;5891;5892;5893;6477;6478;12493;13071;13072;13073;13074;13075;16024;16025;16026;16027;16028;16029;16030;17891;17892;17893;17894;17895	240;250;1225;5637;5893;6477;12493;13074;16027;17894	866	7	9606;9606
